monster_unique_id,monster_parent,monster_name,monster_origin,monster_type,monster_alignment,monster_ac,monster_hp,monster_speed,monster_str,monster_dex,monster_con,monster_int,monster_wis,monster_cha,monster_saving_throws,monster_damage_vulnerabilities,monster_damage_resistances,monster_damage_immunities,monster_condition_immunities,monster_senses,monster_languages,monster_skills,monster_challenge_rating,monster_unique_ability_paragraph_1,monster_unique_ability_paragraph_2,monster_unique_ability_paragraph_3,monster_unique_ability_paragraph_4,monster_unique_ability_paragraph_5,monster_unique_ability_paragraph_6,monster_unique_ability_paragraph_7,monster_action_paragraph_1,monster_action_paragraph_2,monster_action_paragraph_3,monster_action_paragraph_4,monster_action_paragraph_5,monster_action_paragraph_6,monster_action_paragraph_7,monster_legendary_action_paragraph_1,monster_legendary_action_paragraph_2,monster_legendary_action_paragraph_3,monster_legendary_action_paragraph_4,monster_legendary_action_paragraph_5,@image1,@image2
dndgpt_mon_0094,Elemental,Earth Elemental,srd 5.1,"Large elemental, neutral",,17 (natural armor),126 (12d10 + 60),"30 ft., burrow 30 ft.",20 (+5),8 (-1),20 (+5),5 (-3),10 (+0),5 (-3),"STR +8, CON +8",thunder,"bludgeoning, piercing, and slashing from nonmagical attacks",poison,"exhaustion, paralyzed, petrified, poisoned, unconscious","darkvision 60 ft., tremorsense 60 ft., passive Perception 10",Terran,,"5 (1,800 XP)","Earth Glide. The elemental can burrow through nonmagical, unworked earth and stone. While doing so, the elemental doesn't disturb the material it moves through.",Siege Monster. The elemental deals double damage to objects and structures.,,,,,,Multiattack. The elemental makes two slam attacks.,"Slam. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage.","Whelm (Recharge 4-6). Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space. The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength check.",,,,,,,,,,,
dndgpt_mon_0095,Elemental,Fire Elemental,srd 5.1,"Large elemental, neutral",,13,102 (12d10 + 36),50 ft.,10 (+0),17 (+3),16 (+3),6 (-2),10 (+0),7 (-2),"DEX +6, CON +6",,"bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison","exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","darkvision 60 ft., passive Perception 10",Ignan,,"5 (1,800 XP)","Fire Form. The elemental can move through a space as narrow as 1 inch wide without squeezing. A creature that touches the elemental or hits it with a melee attack while within 5 feet of it takes 5 (1d10) fire damage. In addition, the elemental can enter a hostile creature's space and stop there. The first time it enters a creature's space on a turn, that creature takes 5 (1d10) fire damage and catches fire; until someone takes an action to douse the fire, the target takes 5 (1d10) fire damage at the start of each of its turns.","Water Susceptibility. For every 5 feet the elemental moves in water, or for every gallon of water splashed on it, it takes 1 cold damage.",Illumination. The elemental sheds bright light in a 30-foot radius and dim light for an additional 30 feet.,,,,,Multiattack. The elemental makes two touch attacks.,"Touch. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) fire damage. If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the target takes 5 (1d10) fire damage at the start of each of its turns.",,,,,,,,,,,,
dndgpt_mon_0096,Elemental,Water Elemental,srd 5.1,"Large elemental, neutral",,14 (natural armor),114 (12d10 + 48),"30 ft., swim 90 ft.",18 (+4),14 (+2),18 (+4),5 (-3),10 (+0),8 (-1),"STR +8, DEX +5, CON +8",,"acid; bludgeoning, piercing, and slashing from nonmagical attacks",poison,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","darkvision 60 ft., passive Perception 10",Aquan,,"5 (1,800 XP)",Water Form. The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.,"Freeze. If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 feet until the end of its next turn.",,,,,,Multiattack. The elemental makes two slam attacks.,"Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.","Whelm (Recharge 4-6). Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space. The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength check and succeeding.",,,,,,,,,,,
dndgpt_mon_0097,Elf,Drow,srd 5.1,Medium humanoid (elf),Neutral evil,15 (chain shirt),13 (3d8),30 ft.,10 (+0),14 (+2),10 (+0),11 (+0),11 (+0),12 (+1),,,,,,"darkvision 120 ft., passive Perception 12","Elvish, Undercommon","Perception +2, Stealth +4",1/4 (50 XP),"Fey Ancestry. The drow has advantage on saving throws against being charmed, and magic can't put the drow to sleep.","Innate Spellcasting. The drow's spellcasting ability is Charisma (spell save DC 11). It can innately cast the following spells, requiring no material components: At will: dancing lights; 1/day each: darkness, faerie fire.","Sunlight Sensitivity. While in sunlight, the drow has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",,,,,"War Pick. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage, or 11 (2d8 + 2) piercing damage while enlarged.","Javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage, or 9 (2d6 + 2) piercing damage while enlarged.","Invisibility (Recharges after a Short or Long Rest). The drow magically turns invisible until it attacks, casts a spell, or uses its Enlarge, or until its concentration is broken, up to 1 hour (as if concentrating on a spell). Any equipment the drow wears or carries is invisible with it.",,,,,,,,,,,
dndgpt_mon_0098,,Ettercap,srd 5.1,Medium monstrosity,neutral evil,13 (natural armor),44 (8d8 + 8),"30 ft., climb 30 ft.",14 (+2),15 (+2),13 (+1),7 (-2),12 (+1),8 (-1),,,,,,"darkvision 60 ft., passive Perception 13",-,"Perception +3, Stealth +4, Survival +3",2 (450 XP),"Spider Climb. The ettercap can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.","Web Sense. While in contact with a web, the ettercap knows the exact location of any other creature in contact with the same web.",Web Walker. The ettercap ignores movement restrictions caused by webbing.,,,,,Multiattack. The ettercap makes two attacks: one with its bite and one with its claws.,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 6 (1d8 + 2) piercing damage plus 4 (1d8) poison damage. The target must succeed on a DC 11 Constitution saving throw or be poisoned for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.","Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) slashing damage.","Web (Recharge 5-6). Ranged Weapon Attack: +4 to hit, range 30/60 ft., one Large or smaller creature. Hit: The creature is restrained by webbing. As an action, the restrained creature can make a DC 11 Strength check, escaping from the webbing on a success.",,,,,,,,,,
dndgpt_mon_0099,,Ettin,srd 5.1,Large giant,chaotic evil,12 (natural armor),85 (10d10 + 30),40 ft.,21 (+5),8 (-1),17 (+3),6 (-2),10 (+0),8 (-1),WIS +2,,,,,"darkvision 60 ft., passive Perception 14","Giant, Orc",Perception +4,"4 (1,100 XP)","Two Heads. The ettin has advantage on Wisdom (Perception) checks and on saving throws against being blinded, charmed, deafened, frightened, stunned, and knocked unconscious.","Wakeful. When one of the ettin's heads is asleep, its other head is awake.",,,,,,Multiattack. The ettin makes two attacks: one with its battleaxe and one with its morningstar.,"Battleaxe. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage.","Morningstar. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) piercing damage.",,,,,,,,,,,
dndgpt_mon_0100,Fungi,Shrieker,srd 5.1,"Medium plant, unaligned",,5,13 (3d8),0 ft.,1 (-5),1 (-5),10 (+0),1 (-5),3 (-4),1 (-5),,,,,"blinded, deafened, frightened","blindsight 30 ft. (blind beyond this radius), passive Perception 6",-,,0 (10 XP),"False Appearance. While the shrieker remains motionless, it is indistinguishable from an ordinary fungus.",,,,,,,"Shriek. When bright light or a creature is within 30 feet of the shrieker, it emits a shriek audible within 300 feet of it. The shrieker continues to shriek until the disturbance moves out of range and for 1d4 of the shrieker's turns afterward.",,,,,,,,,,,,,
dndgpt_mon_0101,Fungi,Violet Fungus,srd 5.1,"Medium plant, unaligned",,5,18 (4d8),5 ft.,3 (-4),1 (-5),10 (+0),1 (-5),3 (-4),1 (-5),DEX -5,,,,"blinded, deafened, frightened","blindsight 30 ft. (blind beyond this radius), passive Perception 6",-,,1/4 (50 XP),"False Appearance. While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.",,,,,,,Multiattack. The fungus makes 1d4 Rotting Touch attacks.,"Rotting Touch. Melee Weapon Attack: +2 to hit, reach 10 ft., one creature. Hit: 4 (1d8) necrotic damage.",,,,,,,,,,,,
dndgpt_mon_0102,,Gargoyle,srd 5.1,"Medium elemental, chaotic evil",Chaotic Evil,15 (natural armor),52 (7d8 + 21),"30 ft., fly 60 ft.",15 (+2),11 (+0),16 (+3),6 (-2),11 (+0),7 (-2),"DEX +2, CON +5",,"bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",poison,"exhaustion, petrified, poisoned","darkvision 60 ft., passive Perception 10",Terran,,2 (450 XP),"False Appearance. While the gargoyle remains motionless, it is indistinguishable from an inanimate statue.",,,,,,,Multiattack. The gargoyle makes two attacks: one with its bite and one with its claws.,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.","Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) slashing damage.",,,,,,,,,,,
dndgpt_mon_0103,Genie,Djinni,srd 5.1,"Large elemental, chaotic good",Chaotic Good,17 (natural armor),161 (14d10 + 84),"30 ft., fly 90 ft.",21 (+5),15 (+2),22 (+6),15 (+2),16 (+3),20 (+5),"Dex +6, Wis +7, Cha +9",,,"lightning, thunder",,"darkvision 120 ft., passive Perception 13",Auran,,"11 (7,200 XP)","Elemental Demise. If the djinni dies, its body disintegrates into a warm breeze, leaving behind only equipment the djinni was wearing or carrying.","Innate Spellcasting. The djinni's innate spellcasting ability is Charisma (spell save DC 17, +9 to hit with spell attacks). It can innately cast the following spells, requiring no material components: At will: detect evil and good, detect magic, thunderwave 3/day each: create food and water (can create wine instead of water), tongues, wind walk 1/day each: conjure elemental (air elemental only), creation, gaseous form, invisibility, major image, plane shift",,,,,,Multiattack. The djinni makes three scimitar attacks.,"Scimitar. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage plus 3 (1d6) lightning or thunder damage (djinni's choice).","Create Whirlwind. A 5-foot-radius, 30-foot-tall cylinder of swirling air magically forms on a point the djinni can see within 120 feet of it. The whirlwind lasts as long as the djinni maintains concentration (as if concentrating on a spell). Any creature but the djinni that enters the whirlwind must succeed on a DC 18 Strength saving throw or be restrained by it. The djinni can move the whirlwind up to 60 feet as an action, and creatures restrained by the whirlwind move with it. The whirlwind ends if the djinni loses sight of it.",,,,,,,,,,,
dndgpt_mon_0104,Genie,Efreeti,srd 5.1,Large elemental,lawful evil,17 (natural armor),200 (16d10 + 112),"40 ft., fly 60 ft.",22 (+6),12 (+1),24 (+7),16 (+3),15 (+2),16 (+3),"Int +7, Wis +6, Cha +7",,,fire,,"darkvision 120 ft., passive Perception 12",Ignan,,"11 (7,200 XP)","Elemental Demise. If the efreeti dies, its body disintegrates in a flash of fire and puff of smoke, leaving behind only equipment the efreeti was wearing or carrying.","Innate Spellcasting. The efreeti's innate spellcasting ability is Charisma (spell save DC 15, +7 to hit with spell attacks). It can innately cast the following spells, requiring no material components:",At will: detect magic,"3/day: enlarge/reduce, tongues","1/day each: conjure elemental (fire elemental only), gaseous form, invisibility, major image, plane shift, wall of fire",,,Multiattack. The efreeti makes two scimitar attacks or uses its Hurl Flame twice.,"Scimitar. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage plus 7 (2d6) fire damage.","Hurl Flame. Ranged Spell Attack: +7 to hit, range 120 ft., one target. Hit: 17 (5d6) fire damage.",,,,,,,,,,,
dndgpt_mon_0105,,Ghost,srd 5.1,"Medium undead, any alignment",,11,45 (10d8),"0 ft., fly 40 ft. (hover)",7 (-2),13 (+1),10 (+0),10 (+0),12 (+1),17 (+3),"DEX +3, WIS +3, CHA +6",,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison","charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","darkvision 60 ft., passive Perception 11",any languages it knew in life,Stealth +5,"4 (1,100 XP)","Ethereal Sight. The ghost can see 60 feet into the Ethereal Plane when it is on the Material Plane, and vice versa.",Incorporeal Movement. The ghost can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.,,,,,,"Withering Touch. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 17 (4d6 + 3) necrotic damage.","Etherealness. The ghost enters the Ethereal Plane from the Material Plane, or vice versa. It is visible on the Material Plane while it is in the Border Ethereal, and vice versa, yet it can't affect or be affected by anything on the other plane.","Horrifying Visage. Each non-undead creature within 60 feet of the ghost that can see it must succeed on a DC 13 Wisdom saving throw or be frightened for 1 minute. If the save fails by 5 or more, the target also ages 1d4 × 10 years. A frightened target can repeat the saving throw at the end of each of its turns, ending the frightened condition on itself on a success.",,,,,,,,,,,
dndgpt_mon_0106,Ghoul,Ghast,srd 5.1,"Medium undead, chaotic evil",Chaotic Evil,13,36 (8d8),30 ft.,16 (+3),17 (+3),10 (+0),11 (+0),10 (+0),8 (-1),"DEX +5, CON +2",,necrotic,poison,"charmed, exhaustion, poisoned","darkvision 60 ft., passive Perception 10",Common,,2 (450 XP),"Stench. Any creature that starts its turn within 5 feet of the ghast must succeed on a DC 10 Constitution saving throw or be poisoned until the start of its next turn. On a successful saving throw, the creature is immune to the ghast's Stench for 24 hours.",Turning Defiance. The ghast and any ghouls within 30 feet of it have advantage on saving throws against effects that turn undead.,,,,,,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 12 (2d8 + 3) piercing damage.","Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a creature other than an undead, it must succeed on a DC 10 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,,,,,,,
dndgpt_mon_0107,Ghoul,Ghoul,srd 5.1,Medium undead,chaotic evil,12,22 (5d8),30 ft.,13 (+1),15 (+2),10 (+0),7 (-2),10 (+0),6 (-2),,,,poison,"charmed, exhaustion, poisoned","darkvision 60 ft., passive Perception 10",Common,,1 (200 XP),,,,,,,,"Bite. Melee Weapon Attack: +2 to hit, reach 5 ft., one creature. Hit: 9 (2d6 + 2) piercing damage.","Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) slashing damage. If the target is a creature other than an elf or undead, it must succeed on a DC 10 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,,,,,,,
dndgpt_mon_0108,Giant,Cloud Giant,srd 5.1,"Huge giant, neutral good (50%) or neutral evil (50%)",,14 (natural armor),200 (16d12 + 96),40 ft.,27 (+8),10 (+0),22 (+6),12 (+1),16 (+3),16 (+3),"Con +10, Wis +7, Cha +7",,,,,passive Perception 17,"Common, Giant","Insight +7, Perception +7","9 (5,000 XP)",Keen Smell. The giant has advantage on Wisdom (Perception) checks that rely on smell.,"Innate Spellcasting. The giant's innate spellcasting ability is Charisma. It can innately cast the following spells, requiring no material components:","At will: detect magic, fog cloud, light","3/day each: feather fall, fly, misty step, telekinesis","1/day each: control weather, gaseous form",,,Multiattack. The giant makes two greataxe attacks.,"Greataxe. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 25 (3d12 + 6) slashing damage.","Rock. Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.",,,,,,,,,,,
dndgpt_mon_0109,Giant,Fire Giant,srd 5.1,Huge giant,lawful evil,18 (plate),162 (13d12 + 78),30 ft.,25 (+7),9 (-1),23 (+6),10 (+0),14 (+2),13 (+1),"Dex +3, Con +10, Cha +5",,,fire,,passive Perception 16,Giant,"Athletics +11, Perception +6","9 (5,000 XP)",,,,,,,,Multiattack. The giant makes two greatsword attacks.,"Greatsword. Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 28 (6d6 + 7) slashing damage.","Rock. Ranged Weapon Attack: +11 to hit, range 60/240 ft., one target. Hit: 29 (4d10 + 7) bludgeoning damage.",,,,,,,,,,,
dndgpt_mon_0110,Giant,Frost Giant,srd 5.1,Huge giant,neutral evil,15 (patchwork armor),138 (12d12 + 60),40 ft.,23 (+6),9 (-1),21 (+5),9 (-1),10 (+0),12 (+1),"Con +8, Wis +3, Cha +4",,,cold,,passive Perception 13,Giant,"Athletics +9, Perception +3","8 (3,900 XP)",,,,,,,,Multiattack. The giant makes two greataxe attacks.,"Greataxe. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 25 (3d12 + 6) slashing damage.","Rock. Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.",,,,,,,,,,,
dndgpt_mon_0111,Giant,Hill Giant,srd 5.1,Huge giant,chaotic evil,13 (natural armor),105 (10d12 + 40),40 ft.,21 (+5),8 (-1),19 (+4),5 (-3),9 (-1),6 (-2),"DEX -1, CON +4",,,,,passive Perception 12,Giant,Perception +2,"5 (1,800 XP)",Keen Smell. The giant has advantage on Wisdom (Perception) checks that rely on smell.,,,,,,,Multiattack. The giant makes two greatclub attacks.,"Greatclub. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 18 (3d8 + 5) bludgeoning damage.","Rock. Ranged Weapon Attack: +8 to hit, range 60/240 ft., one target. Hit: 21 (3d10 + 5) bludgeoning damage.",,,,,,,,,,,
dndgpt_mon_0112,Giant,Stone Giant,srd 5.1,Huge giant,Neutral,17 (natural armor),126 (11d12 + 55),40 ft.,23 (+6),15 (+2),20 (+5),10 (+0),12 (+1),9 (-1),"Dex +5, Con +8, Wis +4",,,,,"darkvision 60 ft., passive Perception 14",Giant,"Athletics +12, Perception +4","7 (2,900 XP)",Stone Camouflage. The giant has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,,,,,,,Multiattack. The giant makes two rock attacks.,"Rock. Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 30 (4d10 + 6) bludgeoning damage.",,,,,,,,,,,,
dndgpt_mon_0113,Giant,Storm Giant,srd 5.1,Huge giant,Chaotic good,16 (scale mail),230 (20d12 + 100),"50 ft., swim 50 ft.",29 (+9),14 (+2),20 (+5),16 (+3),18 (+4),18 (+4),"Str +14, Con +10, Wis +9, Cha +9",,cold,"lightning, thunder",,passive Perception 19,"Common, Giant","Arcana +8, Athletics +14, History +8, Perception +9","13 (10,000 XP)",Amphibious. The giant can breathe air and water.,"Innate Spellcasting. The giant's innate spellcasting ability is Charisma (spell save DC 17). It can innately cast the following spells, requiring no material components: At will: detect magic, feather fall, levitate, light 3/day each: control weather, water breathing",,,,,,Multiattack. The giant makes two greatclub attacks.,"Greatclub. Melee Weapon Attack: +9 to hit, reach 15 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.","Rock. Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage. If the target is a creature, it must succeed on a DC 17 Strength saving throw or be knocked prone.",,,,,,,,,,,
dndgpt_mon_0114,,Gibbering Mouther,srd 5.1,Medium aberration,Neutral,9,67 (9d8 + 27),"10 ft., swim 10 ft.",10 (+0),8 (-1),16 (+3),3 (-4),10 (+0),6 (-2),"CON +5, WIS +2",,,,prone,"darkvision 60 ft., passive Perception 10",-,,2 (450 XP),Aberrant Ground. The ground in a 10-foot radius around the mouther is doughlike difficult terrain. Each creature that starts its turn in that area must succeed on a DC 10 Strength saving throw or have its speed reduced to 0 until the start of its next turn.,"Gibbering. The mouther babbles incoherently while it can see any creature and isn't incapacitated. Each creature that starts its turn within 20 feet of the mouther and can hear the gibbering must succeed on a DC 10 Wisdom saving throw. On a failure, the creature can't take reactions until the start of its next turn and rolls a d8 to determine what it does during its turn. On a 1 to 4, the creature does nothing. On a 5 or 6, the creature takes no action or bonus action and uses all its movement to move in a randomly determined direction. On a 7 or 8, the creature makes a melee attack against a randomly determined creature within its reach or does nothing if it can't make such an attack.",,,,,,"Multiattack. The gibbering mouther makes one bite attack and, if it can, uses its Blinding Spittle.","Bites. Melee Weapon Attack: +2 to hit, reach 5 ft., one creature. Hit: 17 (5d6) piercing damage. If the target is Medium or smaller, it must succeed on a DC 10 Strength saving throw or be knocked prone. If the target is killed by this damage, it is absorbed into the mouther.",Blinding Spittle (Recharge 5-6). The mouther spits a chemical glob at a point it can see within 15 feet of it. The glob explodes in a blinding flash of light on impact. Each creature within 5 feet of the flash must succeed on a DC 13 Dexterity saving throw or be blinded until the end of the mouther's next turn.,,,,,,,,,,,
dndgpt_mon_0115,,Gnoll,srd 5.1,Medium humanoid (gnoll),chaotic evil,"15 (hide armor, shield)",22 (5d8),30 ft.,14 (+2),12 (+1),11 (+0),6 (-2),10 (+0),7 (-2),,,,,,"darkvision 60 ft., passive Perception 10",Gnoll,,1/2 (100 XP),"Rampage. When the gnoll reduces a creature to 0 hit points with a melee attack on its turn, the gnoll can take a bonus action to move up to half its speed and make a bite attack.",,,,,,,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage.","Spear. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack.","Longbow. Ranged Weapon Attack: +3 to hit, range 150/600 ft., one target. Hit: 5 (1d8 + 1) piercing damage.",,,,,,,,,,,
dndgpt_mon_0116,,"Gnome, Deep (Svirfneblin)",srd 5.1,Small humanoid (gnome),neutral good,15 (chain shirt),16 (3d6 + 6),20 ft.,15 (+2),14 (+2),14 (+2),12 (+1),10 (+0),9 (-1),,,,,,"darkvision 120 ft., passive Perception 12","Gnomish, Terran, Undercommon","Investigation +3, Perception +2, Stealth +4",1/2 (100 XP),Stone Camouflage. The gnome has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,"Gnome Cunning. The gnome has advantage on Intelligence, Wisdom, and Charisma saving throws against magic.","Innate Spellcasting. The gnome's innate spellcasting ability is Intelligence (spell save DC 11). It can innately cast the following spells, requiring no material components: At will: nondetection (self only) 1/day each: blindness/deafness, blur, disguise self",,,,,"War Pick. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",,,,,,,,,,,,,
dndgpt_mon_0117,,Goblin,srd 5.1,Small humanoid (goblinoid),neutral evil,"15 (leather armor, shield)",7 (2d6),30 ft.,8 (-1),14 (+2),10 (+0),10 (+0),8 (-1),8 (-1),,,,,,"darkvision 60 ft., passive Perception 9","Common, Goblin",Stealth +6,1/4 (50 XP),Nimble Escape. The goblin can take the Disengage or Hide action as a bonus action on each of its turns.,,,,,,,"Scimitar. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) slashing damage.","Shortbow. Ranged Weapon Attack: +4 to hit, range 80/320 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",,,,,,,,,,,,
dndgpt_mon_0118,Golem,Flesh Golem,srd 5.1,Medium construct,neutral,9,93 (11d8 + 44),30 ft.,19 (+4),9 (-1),18 (+4),6 (-2),10 (+0),5 (-3),"CON +7, WIS +3",,,"lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","darkvision 60 ft., passive Perception 10",understands the languages of its creator but can't speak,,"5 (1,800 XP)","Berserk. Whenever the golem starts its turn with 40 hit points or fewer, roll a d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object, with preference for an object smaller than itself.","Once the golem goes berserk, it continues to do so until it is destroyed or regains all its hit points.",,,,,,Multiattack. The golem makes two slam attacks.,"Slam. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.","Slow (Recharge 5-6). The golem targets one or more creatures it can see within 10 feet of it. Each target must make a DC 17 Wisdom saving throw against this magic. On a failed save, a target can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the target can take either an action or a bonus action on its turn, not both. These effects last for 1 minute. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,,,,,,
dndgpt_mon_0119,Golem,Clay Golem,srd 5.1,Large construct,unaligned,14 (natural armor),133 (14d10 + 56),20 ft.,20 (+5),9 (-1),18 (+4),3 (-4),8 (-1),1 (-5),CON +9,,,"acid, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","darkvision 60 ft., passive Perception 9",understands the languages of its creator but can't speak,,"9 (5,000 XP)","Acid Absorption. Whenever the golem is subjected to acid damage, it takes no damage and instead regains a number of hit points equal to the acid damage dealt.","Berserk. Whenever the golem starts its turn with 60 hit points or fewer, roll a d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object, with preference for an object smaller than itself.",,,,,,Multiattack. The golem makes two slam attacks.,"Slam. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.","Slow (Recharge 5-6). The golem targets one or more creatures it can see within 10 feet of it. Each target must make a DC 17 Wisdom saving throw against this magic. On a failed save, a target can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the target can take either an action or a bonus action on its turn, not both. These effects last for 1 minute. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,,,,,,
